userID,gender,age,city,state,membershipType,CreditScore,signUpDate,#_times_logged_in,avg_mins_logged_in,most_common_activityType,most_common_accountType,avg_#_of_activities_per_login,last_logged_in,days_since_login,most_recent_activity,most_recent_device_used,most_common_transaction_type,avg_income_payment,avg_days_between_login
1903,Male,20,Jessicaside,South Dakota,Free,691,2023-07-15,1,29,View Budget,Car Loan,5,2023-09-20 02:06:19.000,68,View Budget,Mobile,Shopping,2490.88,NULL
1904,Other,39,Nicholasfort,Wisconsin,Free,714,2022-01-27,13,25,Added Account,Mortgage,3,2023-09-19 11:37:41.000,69,Reviewed Transaction History,Mobile,Entertainment,3169.5,45
1905,Female,69,Patriciamouth,Ohio,Free,746,2021-12-05,21,35,View Budget,Credit Card,3,2023-09-04 12:02:20.000,84,View Accounts,Desktop,Groceries,3426.64,31
1906,Other,51,East Victoria,Massachusetts,Premium,698,2023-04-25,4,44,View Budget,Mortgage,2,2023-10-23 21:07:23.000,35,View Budget,Mobile,Entertainment,2655.3,26
1907,Female,69,North Krista,North Carolina,Premium,784,2021-12-26,13,31,Set Goal,Investments,3,2023-11-02 18:49:20.000,25,Set Goal,Mobile,Entertainment,3125.45,55
1908,Other,24,South Danielle,Wisconsin,Premium,660,2022-12-23,17,40,Added Account,Credit Card,3,2023-10-26 18:43:09.000,32,View Budget,Mobile,Groceries,3877.41,17
1909,Female,47,Stevenmouth,Maine,Premium,763,2022-08-26,25,32,Added Account,Investments,3,2023-11-10 22:44:08.000,17,View Accounts,Mobile,Income,2834.18,18
191,Other,63,New Brandon,Pennsylvania,Premium,752,2022-09-09,18,30,View Budget,Car Loan,3,2023-11-02 06:21:55.000,25,Set Goal,Mobile,Bills,3891.59,23
1910,Male,65,Bryanport,Maryland,Premium,651,2023-08-05,2,32,Turned off notifications,Investments,3,2023-08-14 13:58:59.000,105,View Goals,Mobile,Groceries,3674.14,1
1911,Male,27,Timothystad,Louisiana,Free,695,2022-02-08,20,35,Created Budget,Car Loan,3,2023-11-17 17:07:33.000,10,Created Budget,Desktop,Bills,3839.35,32
1912,Male,60,Youngview,Massachusetts,Free,640,2023-05-30,15,34,View Budget,Investments,3,2023-11-20 01:56:55.000,7,Added Account,Desktop,Dining,2476.42,11
1913,Other,58,Garciachester,Wisconsin,Premium,753,2021-12-02,24,34,View Budget,Investments,3,2023-11-18 07:10:36.000,9,View Accounts,Mobile,Entertainment,3294.04,29
1914,Male,54,Matthewville,Vermont,Premium,700,2023-06-05,24,37,Viewed Notifications,Investments,3,2023-11-24 03:32:06.000,3,View Goals,Desktop,Groceries,2861.5,6
1915,Other,45,Greerborough,South Carolina,Premium,751,2023-05-29,23,31,Viewed Notifications,Car Loan,3,2023-11-24 14:06:41.000,3,View Accounts,Mobile,Bills,2232.14,7
1916,Male,26,Hernandezfort,Vermont,Premium,793,2023-09-19,12,24,Added Account,Only Checking and Savings,4,2023-11-26 22:55:04.000,1,Checked Credit Score,Desktop,Dining,NULL,6
1917,Female,44,East Ryan,New York,Premium,721,2022-10-21,12,37,Viewed Notifications,Investments,3,2023-09-04 18:29:58.000,84,Created Budget,Mobile,Dining,1880.35,28
1918,Other,44,Port Anthony,Kansas,Free,723,2023-06-07,13,29,Created Budget,Credit Card,3,2023-11-23 05:23:44.000,4,Reviewed Transaction History,Mobile,Groceries,2471,13
1919,Male,26,Andreport,Minnesota,Free,682,2023-04-12,27,33,View Goals,Credit Card,3,2023-11-15 04:57:34.000,12,View Budget,Desktop,Shopping,2591.85,8
192,Female,47,East Bryanmouth,Montana,Free,686,2022-11-11,25,32,Set Goal,Credit Card,3,2023-11-11 22:32:55.000,16,Added Account,Mobile,Shopping,2760.79,15
1920,Other,28,South Zachary,Louisiana,Premium,734,2023-02-18,6,24,Created Budget,Car Loan,3,2023-09-13 14:57:09.000,75,Created Budget,Desktop,Groceries,2787.8,36
1921,Female,26,Kathyside,Kansas,Premium,646,2021-12-08,8,26,Set Goal,Credit Card,2,2023-05-21 10:40:10.000,190,Added Account,Mobile,Entertainment,2568.55,72
1922,Male,42,New Susanport,Texas,Premium,651,2023-10-31,4,49,Reviewed Transaction History,Investments,3,2023-11-15 20:06:56.000,12,Created Budget,Mobile,Dining,1936.08,4
1923,Female,32,East Frank,Oregon,Free,744,2023-10-27,19,32,Viewed Notifications,Credit Card,3,2023-11-27 07:11:19.000,0,Viewed Notifications,Mobile,Dining,2570.64,1
1924,Male,47,Mendezmouth,Connecticut,Premium,635,2022-11-13,11,32,Created Budget,Student Loan,3,2023-11-13 16:38:45.000,14,Set Goal,Mobile,Shopping,2871.75,30
1925,Other,29,Courtneystad,Montana,Free,680,2022-03-29,21,33,View Budget,Credit Card,3,2023-11-07 20:00:37.000,20,Set Goal,Mobile,Bills,2585.53,29
1926,Female,59,Port Christopherton,North Dakota,Free,850,2023-11-13,20,29,Turned off notifications,Credit Card,3,2023-11-26 05:17:46.000,1,Viewed Notifications,Mobile,Income,2902.71,0
1927,Female,24,Palmermouth,New Hampshire,Free,693,2023-10-09,22,31,Added Account,Car Loan,3,2023-11-27 04:23:00.000,0,Created Budget,Mobile,Groceries,3139.43,2
1928,Male,71,Hurstville,North Dakota,Premium,724,2023-05-19,9,32,View Accounts,Investments,3,2023-10-27 17:13:52.000,31,View Accounts,Mobile,Income,2786.3,17
1929,Female,33,Lake Carolinefurt,Delaware,Premium,750,2023-05-13,11,32,Viewed Notifications,Student Loan,3,2023-11-13 03:50:55.000,14,Checked Credit Score,Mobile,Income,2670.96,14
193,Female,66,Lake Vanessa,Utah,Premium,746,2023-03-10,12,26,Set Goal,Only Checking and Savings,3,2023-10-11 16:12:44.000,47,Created Budget,Mobile,Travel,1993.09,18
1930,Female,48,Parkerbury,Kansas,Premium,675,2022-09-05,1,10,Reviewed Transaction History,Car Loan,4,2023-04-08 02:55:19.000,233,Reviewed Transaction History,Desktop,Travel,3148.34,NULL
1931,Female,56,Kristenton,Vermont,Free,754,2022-05-26,20,31,View Accounts,Car Loan,4,2023-10-25 15:25:05.000,33,Checked Credit Score,Mobile,Shopping,2325.64,26
1932,Male,43,Port Kimberlyport,North Carolina,Premium,655,2023-05-13,9,27,View Budget,Only Checking and Savings,4,2023-11-26 00:48:55.000,1,Viewed Notifications,Desktop,Travel,2710.93,17
1933,Male,38,Kellyfurt,South Carolina,Premium,735,2022-04-13,1,48,Viewed Notifications,Credit Card,2,2022-08-08 13:35:34.000,476,View Accounts,Mobile,Groceries,4580.18,NULL
1934,Other,44,Taylormouth,Texas,Free,772,2023-02-22,19,34,View Budget,Credit Card,4,2023-11-27 04:16:49.000,0,Added Account,Mobile,Shopping,3415.01,13
1935,Male,49,Gardnermouth,Montana,Free,708,2023-10-24,3,31,View Accounts,Credit Card,3,2023-11-13 05:51:42.000,14,View Accounts,Mobile,Shopping,2837.85,6
1936,Female,34,Port Erica,Maine,Free,674,2023-06-28,11,33,Set Goal,Car Loan,3,2023-11-26 06:26:30.000,1,Set Goal,Mobile,Shopping,3663.02,11
1937,Male,24,East Frank,Oregon,Free,711,2022-11-02,3,38,Set Goal,Student Loan,2,2023-03-02 08:21:40.000,270,View Budget,Mobile,Travel,3038.45,44
1938,Female,25,West Carla,Iowa,Premium,714,2023-06-14,24,32,Added Account,Car Loan,3,2023-11-10 08:19:20.000,17,Turned off notifications,Mobile,Dining,2603.11,6
1939,Male,65,North Michaelaborough,Pennsylvania,Premium,677,2022-01-04,28,32,Reviewed Transaction History,Student Loan,3,2023-11-05 12:03:30.000,22,Viewed Notifications,Mobile,Groceries,1806.18,22
194,Other,67,West Brianhaven,Montana,Premium,727,2022-05-19,19,35,Turned off notifications,Investments,3,2023-11-23 11:40:38.000,4,Viewed Notifications,Mobile,Income,3531.99,29
1940,Female,69,Port Stevenchester,Arkansas,Premium,695,2022-12-09,17,34,Turned off notifications,Investments,3,2023-11-23 10:57:28.000,4,View Accounts,Mobile,Dining,2787.32,21
1941,Female,54,Tinaborough,Kansas,Premium,670,2022-11-06,24,34,Checked Credit Score,Student Loan,3,2023-11-13 22:36:09.000,14,Set Goal,Mobile,Groceries,3295.79,13
1942,Female,30,West Charleshaven,Illinois,Premium,729,2023-01-01,25,33,View Accounts,Only Checking and Savings,3,2023-10-21 20:53:35.000,37,View Accounts,Desktop,Groceries,2420.96,10
1943,Other,45,New Laurenside,Vermont,Free,742,2022-11-01,13,37,Set Goal,Credit Card,3,2023-11-07 22:46:42.000,20,View Budget,Desktop,Shopping,2737.82,24
1944,Female,21,Stevenmouth,Maine,Free,689,2022-01-15,4,35,Reviewed Transaction History,Car Loan,4,2023-10-15 19:10:12.000,43,Turned off notifications,Desktop,Dining,4188.75,175
1945,Male,56,South Elizabeth,Oregon,Free,719,2023-05-11,21,26,Set Goal,Student Loan,4,2023-11-13 17:42:59.000,14,View Budget,Mobile,Bills,2518.31,9
1946,Other,20,Rhodeshaven,Colorado,Free,705,2022-10-07,14,34,View Budget,Investments,3,2023-10-06 23:17:14.000,52,Viewed Notifications,Desktop,Shopping,3103.74,28
1947,Male,39,Port Christine,New Jersey,Premium,726,2022-12-12,6,31,Added Account,Only Checking and Savings,3,2023-08-16 19:19:33.000,103,Added Account,Mobile,Dining,3863.98,34
1948,Other,55,East Katiemouth,Colorado,Premium,707,2022-03-31,21,40,Turned off notifications,Student Loan,3,2023-11-03 04:08:35.000,24,Checked Credit Score,Desktop,Travel,2190.63,29
1949,Male,20,Coxview,Nebraska,Premium,670,2023-08-17,14,34,Reviewed Transaction History,Credit Card,3,2023-11-14 12:50:04.000,13,Set Goal,Mobile,Income,2328.27,6
195,Other,25,Elizabethfurt,Colorado,Premium,625,2022-08-20,9,36,Turned off notifications,Student Loan,3,2023-10-28 16:56:15.000,30,Viewed Notifications,Desktop,Groceries,2605.98,51
1950,Female,61,Robertsland,Arkansas,Premium,674,2022-03-24,2,34,View Accounts,Car Loan,3,2023-01-01 09:16:26.000,330,Turned off notifications,Mobile,Bills,1944.34,110
1951,Male,27,Lake Carolinefurt,Delaware,Premium,755,2022-01-30,15,26,Checked Credit Score,Student Loan,3,2023-11-11 10:52:33.000,16,Created Budget,Mobile,Bills,2560.27,39
1952,Male,46,East Michael,South Carolina,Free,683,2022-01-02,13,37,View Budget,Investments,3,2023-11-07 01:45:27.000,20,View Goals,Mobile,Groceries,3459.3,55
1953,Female,67,Johnsonville,North Carolina,Premium,731,2023-01-29,18,38,View Budget,Car Loan,3,2023-11-19 11:40:39.000,8,Viewed Notifications,Mobile,Dining,2684.8,17
1954,Male,36,Hernandezfort,Vermont,Free,714,2022-04-19,29,31,Reviewed Transaction History,Student Loan,3,2023-11-13 07:20:04.000,14,Reviewed Transaction History,Mobile,Dining,2433.15,20
1955,Female,43,New Elizabeth,Texas,Free,698,2022-02-06,23,27,View Goals,Investments,3,2023-11-16 04:22:17.000,11,Viewed Notifications,Mobile,Dining,3386.33,29
1956,Male,25,Stevenmouth,Maine,Premium,664,2023-06-21,9,31,View Goals,Car Loan,3,2023-10-21 11:30:22.000,37,Turned off notifications,Mobile,Dining,2718.61,15
1957,Other,18,Lake Jill,Alaska,Premium,717,2022-05-21,4,32,Checked Credit Score,Mortgage,3,2023-11-07 18:09:45.000,20,Reviewed Transaction History,Mobile,Dining,2279.99,178
1958,Other,66,Tinaborough,Kansas,Premium,750,2022-11-22,23,32,Set Goal,Student Loan,3,2023-11-16 14:04:21.000,11,Added Account,Mobile,Groceries,2059.31,15
1959,Female,24,Port Christopherton,North Dakota,Free,707,2022-01-09,20,30,View Goals,Investments,3,2023-11-21 15:22:13.000,6,Added Account,Mobile,Entertainment,1268.99,34
196,Other,64,Georgemouth,New York,Premium,749,2022-05-05,29,30,Reviewed Transaction History,Car Loan,3,2023-10-13 18:12:36.000,45,Set Goal,Mobile,Entertainment,2323.4,18
1960,Female,45,Bryanport,Maryland,Free,718,2023-09-25,3,42,Set Goal,Credit Card,3,2023-11-23 09:55:47.000,4,Reviewed Transaction History,Mobile,Dining,3011.69,21
1961,Female,44,Port Ashley,Oregon,Free,809,2023-03-19,29,25,Added Account,Car Loan,3,2023-11-08 13:27:10.000,19,Viewed Notifications,Mobile,Shopping,3615.08,8
1962,Female,60,Darinland,Wisconsin,Free,697,2022-02-24,22,30,Created Budget,Investments,3,2023-11-07 04:35:27.000,20,View Accounts,Desktop,Groceries,2733.54,28
1963,Female,64,Maldonadotown,Missouri,Premium,733,2022-10-31,26,31,Reviewed Transaction History,Credit Card,3,2023-11-19 02:22:52.000,8,Turned off notifications,Desktop,Income,2859.19,15
1964,Male,25,Pamelaside,South Dakota,Free,791,2023-03-27,11,43,View Goals,Mortgage,3,2023-11-17 06:32:05.000,10,Viewed Notifications,Mobile,Income,3064.7,23
1965,Female,42,Port Julia,New York,Premium,628,2023-02-23,8,35,Created Budget,Credit Card,4,2023-11-24 06:37:54.000,3,Viewed Notifications,Mobile,Shopping,2969.89,35
1966,Male,63,Johnfort,Maine,Free,700,2023-09-10,19,32,Reviewed Transaction History,Car Loan,3,2023-11-26 01:58:18.000,1,Reviewed Transaction History,Desktop,Entertainment,2620.62,4
1967,Other,28,Mcclainhaven,Wyoming,Free,731,2022-08-27,18,36,Viewed Notifications,Credit Card,3,2023-11-08 18:22:15.000,19,Reviewed Transaction History,Mobile,Shopping,2548.97,25
1968,Other,55,Matthewview,Minnesota,Premium,791,2023-06-03,21,27,Set Goal,Student Loan,3,2023-11-25 03:09:23.000,2,Set Goal,Desktop,Dining,2964.2,8
1969,Female,49,Jenniferbury,Ohio,Premium,669,2022-10-01,3,26,Checked Credit Score,Student Loan,4,2023-08-31 19:28:20.000,88,Checked Credit Score,Mobile,Bills,3357.62,51
197,Male,33,Davisbury,Colorado,Premium,699,2023-03-28,23,33,Checked Credit Score,Credit Card,3,2023-11-25 17:19:39.000,2,Checked Credit Score,Mobile,Income,3066.25,10
1970,Other,34,West Brandychester,Connecticut,Free,675,2022-01-31,17,35,Created Budget,Mortgage,3,2023-08-04 01:04:32.000,115,Set Goal,Mobile,Groceries,3472.8,34
1971,Male,47,Donaldfort,Minnesota,Free,695,2022-03-11,20,28,Reviewed Transaction History,Car Loan,3,2023-11-08 19:44:47.000,19,Viewed Notifications,Mobile,Shopping,2122.64,29
1972,Other,70,North Kiaraborough,Montana,Free,722,2023-05-21,25,31,View Accounts,Investments,3,2023-11-26 15:43:14.000,1,Reviewed Transaction History,Desktop,Dining,3341.03,7
1973,Male,27,West Rebeccaberg,Virginia,Free,674,2023-03-27,29,35,Set Goal,Credit Card,3,2023-11-24 01:53:26.000,3,View Accounts,Mobile,Entertainment,3401.55,8
1974,Male,34,New Laurahaven,New Hampshire,Free,678,2023-07-30,12,36,Viewed Notifications,Student Loan,3,2023-11-16 09:18:07.000,11,Viewed Notifications,Mobile,Bills,3025.21,9
1975,Female,56,Lake Jill,Alaska,Premium,699,2022-09-01,30,28,Added Account,Credit Card,3,2023-10-27 18:31:19.000,31,Reviewed Transaction History,Mobile,Travel,3369.75,14
1976,Female,45,Port Nicholasshire,Maryland,Free,725,2022-07-11,20,38,View Goals,Student Loan,3,2023-11-04 02:46:42.000,23,View Budget,Mobile,Groceries,2231.54,24
1977,Male,21,Darinland,Wisconsin,Premium,760,2022-08-10,25,30,Added Account,Investments,3,2023-11-21 07:05:47.000,6,View Budget,Mobile,Dining,3426.96,18
1978,Other,35,Meredithville,Wyoming,Premium,703,2022-03-14,30,30,Viewed Notifications,Mortgage,3,2023-10-27 13:06:54.000,31,Reviewed Transaction History,Mobile,Entertainment,3456.22,20
1979,Female,64,Hillhaven,Kentucky,Premium,787,2023-07-26,7,32,Created Budget,Mortgage,3,2023-11-21 05:38:00.000,6,View Budget,Mobile,Entertainment,2898.47,19
198,Female,48,East Melissa,California,Premium,678,2022-07-21,22,31,Created Budget,Car Loan,3,2023-10-14 22:04:09.000,44,Reviewed Transaction History,Mobile,Bills,4156.7,20
1980,Other,63,Charlesview,North Dakota,Premium,645,2022-07-05,27,37,Reviewed Transaction History,Car Loan,3,2023-10-29 23:35:51.000,29,Reviewed Transaction History,Mobile,Entertainment,3065.68,18
1981,Other,63,Stephaniebury,Arizona,Premium,700,2023-03-24,7,41,Reviewed Transaction History,Investments,3,2023-10-01 15:49:26.000,57,Added Account,Mobile,Shopping,3783.09,27
1982,Other,54,North Thomasbury,New Hampshire,Free,683,2022-12-10,3,39,Created Budget,Car Loan,4,2023-06-16 12:01:03.000,164,Turned off notifications,Mobile,Income,3479.11,50
1983,Female,56,West Miguel,Michigan,Free,627,2023-11-03,27,39,View Goals,Investments,3,2023-11-27 00:25:25.000,0,Added Account,Mobile,Shopping,2798.55,0
1984,Male,19,Stacyshire,Hawaii,Premium,703,2022-11-12,1,56,View Accounts,Student Loan,3,2023-08-15 20:57:15.000,104,View Budget,Mobile,Bills,2611.75,NULL
1985,Other,44,Smithland,Idaho,Premium,669,2022-07-03,17,27,Added Account,Student Loan,3,2023-10-30 06:00:13.000,28,Turned off notifications,Mobile,Travel,2876.53,25
1986,Other,37,Port Justin,Arizona,Premium,748,2022-07-23,22,29,Set Goal,Only Checking and Savings,3,2023-11-09 05:18:49.000,18,Turned off notifications,Mobile,Shopping,4561.58,22
1987,Male,49,Simsstad,Idaho,Premium,762,2023-08-20,19,30,View Goals,Investments,3,2023-11-07 09:44:50.000,20,View Accounts,Mobile,Dining,3318.18,4
1988,Female,62,Kathyside,Kansas,Free,730,2022-01-28,2,44,Turned off notifications,Only Checking and Savings,4,2023-06-19 02:56:34.000,161,Turned off notifications,Mobile,Bills,2821.76,161
1989,Other,20,Lake Mistyport,Wisconsin,Premium,677,2022-10-11,28,32,View Goals,Only Checking and Savings,3,2023-11-04 00:31:29.000,23,Turned off notifications,Mobile,Shopping,NULL,14
199,Female,40,South Shanebury,Hawaii,Free,719,2023-07-11,10,30,View Budget,Mortgage,3,2023-11-20 19:57:26.000,7,Viewed Notifications,Mobile,Entertainment,3591.25,12
1990,Other,45,Lake Danielchester,New York,Premium,683,2021-12-13,7,32,Created Budget,Investments,3,2023-08-14 19:41:05.000,105,Added Account,Mobile,Travel,3316.63,70
1991,Other,21,South Paul,Kentucky,Free,707,2022-02-10,6,38,Added Account,Mortgage,3,2023-11-12 09:54:41.000,15,Added Account,Mobile,Dining,3661.19,119
1992,Female,35,Matthewville,Vermont,Premium,732,2023-10-01,16,34,Viewed Notifications,Only Checking and Savings,3,2023-11-25 18:06:26.000,2,View Accounts,Mobile,Income,3169.68,3
1993,Female,22,West Sergioborough,Tennessee,Premium,673,2022-05-21,25,34,View Accounts,Car Loan,3,2023-10-05 05:00:30.000,53,View Accounts,Mobile,Bills,3184.43,20
1994,Female,44,Carlsonport,Maine,Free,740,2023-10-10,11,30,Added Account,Mortgage,3,2023-11-26 18:31:08.000,1,Set Goal,Mobile,Travel,2878.02,4
1995,Other,42,Pamelaborough,Georgia,Premium,691,2023-10-15,17,30,Added Account,Car Loan,4,2023-11-21 23:30:17.000,6,View Goals,Mobile,Groceries,2916.2,2
1996,Female,48,Andreport,Minnesota,Free,685,2022-12-25,7,33,Set Goal,Student Loan,3,2023-11-17 21:55:28.000,10,Set Goal,Desktop,Income,3933.69,51
1997,Female,51,Espinozaside,West Virginia,Free,752,2022-08-01,13,39,Turned off notifications,Mortgage,3,2023-09-23 10:02:36.000,65,View Accounts,Mobile,Dining,2410.16,34
1998,Other,40,East Katiemouth,Colorado,Premium,680,2022-09-30,29,33,Created Budget,Credit Card,4,2023-11-09 21:19:05.000,18,Created Budget,Mobile,Groceries,3640.84,13
1999,Female,64,West Rebeccaberg,Virginia,Free,703,2022-05-23,16,32,Reviewed Transaction History,Investments,3,2023-07-06 11:56:58.000,144,View Budget,Desktop,Income,2856.02,26
2,Other,30,North Kiaraborough,Montana,Free,770,2023-05-25,13,32,Viewed Notifications,Credit Card,3,2023-11-24 19:45:55.000,3,Set Goal,Mobile,Travel,2796.15,14
20,Female,49,Port Ashley,Oregon,Premium,708,2023-02-28,14,26,Set Goal,Mortgage,3,2023-11-18 23:21:32.000,9,Reviewed Transaction History,Desktop,Income,2980.57,19
200,Other,71,Port Kimberlyport,North Carolina,Free,753,2021-12-10,16,33,Created Budget,Investments,3,2023-10-02 00:40:09.000,56,View Budget,Desktop,Income,2387.81,38
2000,Male,61,Courtneystad,Montana,Free,695,2022-03-06,17,36,Added Account,Car Loan,3,2023-11-05 16:29:40.000,22,Turned off notifications,Mobile,Entertainment,2734,37
2001,Female,52,Lake Riley,Vermont,Premium,800,2023-06-16,24,27,Created Budget,Car Loan,4,2023-11-24 04:07:19.000,3,Reviewed Transaction History,Mobile,Entertainment,2961.21,6
2002,Other,28,North Michaelberg,Maryland,Premium,763,2023-11-11,4,46,Created Budget,Investments,2,2023-11-19 12:02:52.000,8,Turned off notifications,Mobile,Shopping,3112.37,0
2003,Female,54,Lake William,Vermont,Free,735,2023-03-22,24,31,View Budget,Mortgage,3,2023-11-20 11:00:09.000,7,View Budget,Mobile,Entertainment,3119.05,10
2004,Female,63,Franklinstad,Arkansas,Premium,659,2021-11-30,25,29,Set Goal,Investments,3,2023-09-05 04:26:40.000,83,Reviewed Transaction History,Mobile,Entertainment,3175.28,26
2005,Female,24,Brownborough,Utah,Free,685,2022-09-11,5,17,Turned off notifications,Car Loan,4,2023-07-27 10:21:44.000,123,Turned off notifications,Mobile,Travel,3440.34,68
2006,Male,61,Alexandertown,Illinois,Premium,716,2022-12-29,25,25,Added Account,Investments,3,2023-11-23 14:06:20.000,4,View Goals,Mobile,Groceries,2909.14,12
2007,Male,41,Johnland,Indiana,Free,667,2022-04-22,13,28,View Budget,Car Loan,3,2023-11-11 23:05:15.000,16,Reviewed Transaction History,Mobile,Income,3207.06,43
2008,Male,22,Sandychester,Kansas,Premium,745,2022-05-11,24,28,Added Account,Credit Card,3,2023-11-19 02:36:10.000,8,View Accounts,Mobile,Dining,2631.65,23
2009,Female,22,Lake Danielchester,New York,Premium,601,2022-02-24,8,41,Viewed Notifications,Credit Card,3,2023-11-10 08:40:40.000,17,View Accounts,Mobile,Income,2971.14,51
201,Other,32,Cummingstown,Louisiana,Free,777,2023-07-31,6,26,Reviewed Transaction History,Student Loan,3,2023-10-26 16:10:23.000,32,View Budget,Mobile,Income,2725.25,7
2010,Female,28,East Michael,South Carolina,Premium,700,2022-05-11,10,27,Set Goal,Credit Card,3,2023-10-17 15:53:04.000,41,Turned off notifications,Mobile,Bills,1641.67,53
2011,Male,32,Courtneystad,Montana,Premium,735,2023-09-07,22,33,Reviewed Transaction History,Investments,3,2023-11-15 23:22:11.000,12,View Accounts,Desktop,Bills,2976.21,3
2012,Male,21,Coxview,Nebraska,Premium,702,2022-04-22,4,33,View Budget,Credit Card,3,2023-09-04 20:41:13.000,84,Turned off notifications,Mobile,Entertainment,3431.66,165
2013,Other,53,Port Erica,Maine,Free,682,2023-01-25,22,32,Checked Credit Score,Student Loan,3,2023-10-02 05:42:50.000,56,View Goals,Mobile,Shopping,2962.85,10
2014,Male,33,Gilesland,Kansas,Premium,666,2022-03-15,24,33,Reviewed Transaction History,Car Loan,3,2023-08-25 08:30:32.000,94,Set Goal,Mobile,Shopping,2911.49,22
2015,Other,57,New Paul,Wisconsin,Free,688,2022-07-24,24,30,Checked Credit Score,Car Loan,3,2023-10-22 00:00:17.000,36,Set Goal,Mobile,Shopping,3866.97,18
2016,Female,57,Port Dannyfurt,Oregon,Free,698,2023-02-13,6,29,Viewed Notifications,Car Loan,3,2023-09-10 12:54:39.000,78,View Goals,Mobile,Income,3387.89,31
2017,Male,57,Davisbury,Colorado,Premium,673,2023-01-07,26,31,View Goals,Mortgage,3,2023-11-26 13:19:34.000,1,Created Budget,Mobile,Groceries,2651.9,12
2018,Male,42,Michaelborough,Colorado,Free,678,2022-09-02,9,30,Added Account,Credit Card,3,2023-04-03 05:06:20.000,238,Created Budget,Mobile,Income,2725.27,25
2019,Male,55,Michaelberg,Oklahoma,Premium,651,2023-05-09,14,36,Set Goal,Credit Card,3,2023-11-22 08:30:46.000,5,Added Account,Desktop,Income,3174.24,11
202,Other,48,Port Martin,Kentucky,Premium,694,2023-07-16,9,39,Viewed Notifications,Credit Card,3,2023-10-20 07:49:57.000,38,View Goals,Desktop,Travel,2928.21,11
2020,Female,56,Hillhaven,Kentucky,Premium,707,2022-06-16,23,29,View Budget,Mortgage,3,2023-10-25 11:01:35.000,33,Reviewed Transaction History,Mobile,Groceries,2360.44,21
2021,Other,24,East Michael,South Carolina,Free,617,2021-12-13,14,27,Viewed Notifications,Mortgage,3,2023-09-27 18:14:17.000,61,Created Budget,Mobile,Shopping,3525.02,48
2022,Male,47,Matthewville,Vermont,Premium,612,2022-08-25,6,34,Checked Credit Score,Mortgage,3,2023-10-15 14:38:31.000,43,Viewed Notifications,Mobile,Travel,3461.18,77
2023,Female,35,Nathanstad,Arkansas,Free,709,2022-12-28,26,28,View Accounts,Investments,3,2023-11-24 23:29:41.000,3,Turned off notifications,Mobile,Travel,3080.83,12
2024,Other,41,Danielbury,Vermont,Free,643,2022-04-28,2,20,Checked Credit Score,Credit Card,4,2023-11-22 21:04:17.000,5,Checked Credit Score,Mobile,Travel,3567.04,305
2025,Male,56,Andreport,Minnesota,Premium,637,2022-06-16,15,32,Added Account,Only Checking and Savings,3,2023-11-18 01:09:43.000,9,Reviewed Transaction History,Mobile,Income,2974.24,31
2026,Female,58,East Matthew,Utah,Premium,696,2022-09-15,4,28,Checked Credit Score,Car Loan,2,2023-10-29 00:43:25.000,29,Checked Credit Score,Mobile,Groceries,3149.78,128
2027,Male,35,Davidhaven,Kentucky,Free,672,2022-06-10,17,34,Viewed Notifications,Investments,3,2023-11-03 14:31:11.000,24,Reviewed Transaction History,Mobile,Groceries,2470.94,28
2028,Female,54,Mooreborough,Florida,Premium,613,2022-08-27,10,29,Checked Credit Score,Credit Card,3,2023-08-21 07:48:50.000,98,View Budget,Mobile,Entertainment,3782.96,36
2029,Other,20,Port Lisa,Alaska,Free,762,2022-03-23,24,39,Checked Credit Score,Car Loan,3,2023-11-08 06:47:42.000,19,View Accounts,Mobile,Dining,2758.49,25
203,Female,44,Port Stevenchester,Arkansas,Premium,706,2023-05-26,13,43,Checked Credit Score,Credit Card,3,2023-10-29 12:47:47.000,29,View Accounts,Mobile,Bills,2710.32,13
2030,Other,21,Pamelaside,South Dakota,Premium,766,2023-05-30,30,37,Viewed Notifications,Mortgage,3,2023-11-20 17:30:36.000,7,Set Goal,Mobile,Income,2711.27,6
2031,Female,48,New Lindsay,North Dakota,Premium,620,2023-08-18,26,38,Checked Credit Score,Only Checking and Savings,3,2023-11-26 05:31:20.000,1,Reviewed Transaction History,Desktop,Dining,3025.99,3
2032,Male,37,Owenton,North Carolina,Free,665,2022-06-25,21,34,Viewed Notifications,Credit Card,3,2023-08-24 16:31:09.000,95,View Accounts,Mobile,Entertainment,3305.31,20
2033,Female,23,Alexandertown,Illinois,Free,721,2023-11-01,25,34,Set Goal,Only Checking and Savings,3,2023-11-25 06:43:32.000,2,View Accounts,Mobile,Travel,3420.74,0
2034,Male,53,West Miguel,Michigan,Free,665,2023-10-06,14,33,Viewed Notifications,Mortgage,3,2023-11-21 06:32:37.000,6,View Accounts,Mobile,Income,3219.29,3
2035,Other,36,West Mathew,Kansas,Premium,631,2023-10-12,19,35,Reviewed Transaction History,Car Loan,3,2023-11-25 19:04:05.000,2,View Goals,Mobile,Dining,2193.94,2
2036,Male,42,Jerryborough,Indiana,Premium,607,2022-10-14,24,33,Viewed Notifications,Credit Card,3,2023-11-23 21:39:36.000,4,Created Budget,Mobile,Dining,2946.01,17
2037,Other,27,Port Kimberlyport,North Carolina,Free,607,2022-05-30,6,45,Checked Credit Score,Investments,3,2023-01-28 11:44:02.000,303,Reviewed Transaction History,Mobile,Bills,3863.06,44
